Node_1	Node_2	diff_freq
Cluster_1	Cluster_175	0.027675891963987995
Cluster_1	Cluster_177	0.018117150161164833
Cluster_1	Cluster_178	0.023205731355644046
Cluster_1	Cluster_180	0.02241557713794534
Cluster_1	Cluster_181	0.02241557713794534
Cluster_1	Cluster_182	0.026786706680004446
Cluster_1	Cluster_183	0.023761472158133765
Cluster_1	Cluster_184	0.023761472158133765
Cluster_1	Cluster_185	0.02656441035900856
Cluster_1	Cluster_186	0.02656441035900856
Cluster_1	Cluster_187	0.01745026119817717
Cluster_1	Cluster_189	0.023896854507057908
Cluster_1	Cluster_190	0.02545292875402912
Cluster_1	Cluster_191	0.01745026119817717
Cluster_1	Cluster_193	0.004878401967696425
Cluster_1	Cluster_194	0.025008336112037347
Cluster_1	Cluster_196	0.023118817383572302
Cluster_1	Cluster_197	0.02332899661035509
Cluster_1	Cluster_199	0.023785706346559965
Cluster_1	Cluster_200	0.022563076581082583
Cluster_1	Cluster_204	0.011670556852284094
Cluster_1	Cluster_207	0.02300766922307436
Cluster_1	Cluster_208	0.021673891297099034
Cluster_1	Cluster_209	0.010213513671597726
Cluster_1	Cluster_212	0.020895854173613428
Cluster_1	Cluster_213	0.020228965210625765
Cluster_1	Cluster_214	0.018561742803156606
Cluster_1	Cluster_215	0.019562076247638102
Cluster_1	Cluster_217	0.020228965210625765
Cluster_1	Cluster_218	0.021118150494609314
Cluster_1	Cluster_219	0.01732699594346613
Cluster_1	Cluster_221	0.020562409692119595
Cluster_1	Cluster_225	0.01978437256863399
Cluster_1	Cluster_227	0.004557074580415694
Cluster_1	Cluster_228	0.01945092808714016
Cluster_1	Cluster_230	0.009114149160831388
Cluster_1	Cluster_234	0.01622763143269979
Cluster_1	Cluster_236	0.014548291931017534
Cluster_1	Cluster_238	0.01589418695120596
Cluster_1	Cluster_239	0.010559075247304657
Cluster_1	Cluster_243	0.016005335111703902
Cluster_1	Cluster_249	0.01567189063021007
Cluster_1	Cluster_254	0.006767920696161469
Cluster_1	Cluster_257	0.003667889296432144
Cluster_1	Cluster_258	0.008002667555851951
Cluster_1	Cluster_259	0.01622763143269979
Cluster_1	Cluster_303	0.0021118150494609314
Cluster_1	Cluster_305	0.009312211293401075
Cluster_1	Cluster_306	0.0106702234078026
Cluster_1	Cluster_307	0.010435809992593614
Cluster_1	Cluster_310	0.01356007558074914
Cluster_1	Cluster_311	0.01389352006224297
Cluster_1	Cluster_317	0.011670556852284094
Cluster_1	Cluster_320	0.013115482938757363
Cluster_1	Cluster_322	0.004100364844210819
Cluster_1	Cluster_334	0.008669556518839614
Cluster_1	Cluster_335	0.009114149160831388
Cluster_1	Cluster_339	0.010781371568300545
Cluster_1	Cluster_346	0.006113148827386907
Cluster_1	Cluster_351	0.005223963543403357
Cluster_1	Cluster_354	0.006113148827386907
Cluster_1	Cluster_355	0.004989550128194369
Cluster_1	Cluster_356	0.0036436551080059436
Cluster_1	Cluster_358	0.00011114816049794375
Cluster_1	Cluster_360	0.010892519728798488
Cluster_1	Cluster_362	0.0003092102930676308
Cluster_1	Cluster_363	0.009892186284316994
Cluster_1	Cluster_369	0.0006668889629876625
Cluster_1	Cluster_370	0.00943547654811212
Cluster_1	Cluster_371	0.010892519728798488
Cluster_1	Cluster_372	0.010225630765810826
Cluster_1	Cluster_374	0.010336778926308769
Cluster_1	Cluster_375	0.009892186284316994
Cluster_1	Cluster_376	0.007558074913860176
Cluster_1	Cluster_378	0.010225630765810826
Cluster_1	Cluster_380	0.010225630765810826
Cluster_1	Cluster_381	0.008336112037345782
Cluster_1	Cluster_384	0.010114482605312882
Cluster_1	Cluster_385	0.009336445481827277
Cluster_1	Cluster_392	0.009781038123819051
Cluster_1	Cluster_393	0.010003334444814937
Cluster_1	Cluster_394	0.009892186284316994
Cluster_1	Cluster_395	0.009336445481827277
Cluster_1	Cluster_396	0.009669889963321108
Cluster_1	Cluster_397	0.009669889963321108
Cluster_1	Cluster_399	0.008780704679337557
Cluster_1	Cluster_400	0.009669889963321108
Cluster_1	Cluster_402	0.009336445481827277
Cluster_1	Cluster_406	0.009225297321329332
Cluster_1	Cluster_407	0.0088918528398355
Cluster_1	Cluster_413	0.009558741802823163
Cluster_1	Cluster_415	0.009003001000333445
Cluster_1	Cluster_416	0.009114149160831388
Cluster_1	Cluster_418	0.00944759364232522
Cluster_1	Cluster_421	0.0088918528398355
Cluster_1	Cluster_422	0.00266755585195065
Cluster_1	Cluster_423	0.009114149160831388
Cluster_1	Cluster_432	0.00444592641991775
Cluster_1	Cluster_433	0.005211846449190256
Cluster_1	Cluster_435	0.0074469267533622315
Cluster_1	Cluster_436	0.0020006668889629878
Cluster_1	Cluster_437	0.008558408358341669
Cluster_1	Cluster_438	0.00766922307435812
Cluster_1	Cluster_439	0.0005436237082766186
Cluster_1	Cluster_441	0.008558408358341669
Cluster_1	Cluster_443	0.0037548032685038877
Cluster_1	Cluster_445	0.009003001000333445
Cluster_1	Cluster_447	0.0010508961339139363
Cluster_1	Cluster_448	0.0053351117039013
Cluster_1	Cluster_449	0.008558408358341669
Cluster_1	Cluster_451	0.005223963543403357
Cluster_1	Cluster_452	0.00621217989367175
Cluster_1	Cluster_454	0.008113815716349894
Cluster_1	Cluster_456	0.004668222740913638
Cluster_1	Cluster_458	0.005557408024897188
Cluster_1	Cluster_459	0.0053351117039013
Cluster_1	Cluster_460	0.003199062466014169
Cluster_1	Cluster_461	0.008224963876847837
Cluster_1	Cluster_462	0.007335778592864288
Cluster_1	Cluster_463	0.000444592641991775
Cluster_1	Cluster_466	0.005223963543403357
Cluster_1	Cluster_467	0.00678003779037457
Cluster_1	Cluster_469	0.007002334111370457
Cluster_1	Cluster_473	0.006891185950872513
Cluster_1	Cluster_474	0.007780371234856063
Cluster_1	Cluster_477	0.0024452595309547628
Cluster_1	Cluster_479	0.008224963876847837
Cluster_1	Cluster_480	0.003667889296432144
Cluster_1	Cluster_481	0.007891519395354006
Cluster_1	Cluster_482	0.008113815716349894
Cluster_1	Cluster_485	0.0028898521729465378
Cluster_1	Cluster_490	0.00088918528398355
Cluster_1	Cluster_492	0.00678003779037457
Cluster_1	Cluster_493	0.003334444814938313
Cluster_1	Cluster_494	0.006446593308880738
Cluster_1	Cluster_500	0.002853500890307237
Cluster_1	Cluster_502	0.001889518728465044
Cluster_1	Cluster_503	0.0016672224074691564
Cluster_1	Cluster_505	0.004334778259419807
Cluster_1	Cluster_506	0.0027423527298092937
Cluster_1	Cluster_507	0.004088247749997719
Cluster_1	Cluster_509	0.006335445148382794
Cluster_1	Cluster_517	0.006668889629876626
Cluster_1	Cluster_521	0.0005557408024897188
Cluster_1	Cluster_524	0.007002334111370457
Cluster_1	Cluster_525	0.006891185950872513
Cluster_1	Cluster_527	0.00678003779037457
Cluster_1	Cluster_531	0.0017662534737539998
Cluster_1	Cluster_532	0.00678003779037457
Cluster_1	Cluster_533	0.001889518728465044
Cluster_1	Cluster_534	0.0012226297654773814
Cluster_1	Cluster_537	0.00678003779037457
Cluster_1	Cluster_540	0.001333777925975325
Cluster_1	Cluster_541	0.006446593308880738
Cluster_1	Cluster_542	0.0012226297654773814
Cluster_1	Cluster_546	0.0005557408024897188
Cluster_1	Cluster_547	0.007002334111370457
Cluster_1	Cluster_556	0.001889518728465044
Cluster_1	Cluster_557	0.0056685561853951315
Cluster_1	Cluster_560	0.006335445148382794
Cluster_1	Cluster_561	0.0040013337779259755
Cluster_1	Cluster_562	0.0030010003334444814
Cluster_1	Cluster_569	0.006113148827386907
Cluster_1	Cluster_579	0.006113148827386907
Cluster_1	Cluster_580	0.008669556518839614
Cluster_1	Cluster_581	0.006113148827386907
Cluster_1	Cluster_583	0.00622429698788485
Cluster_1	Cluster_585	0.006002000666888963
Cluster_1	Cluster_586	0.00622429698788485
Cluster_1	Cluster_587	0.00589085250639102
Cluster_1	Cluster_589	0.0012226297654773814
Cluster_1	Cluster_590	0.00622429698788485
Cluster_1	Cluster_593	0.006113148827386907
Cluster_1	Cluster_594	0.006113148827386907
Cluster_1	Cluster_597	0.006113148827386907
Cluster_1	Cluster_599	0.0048905190619095255
Cluster_1	Cluster_600	0.006113148827386907
Cluster_1	Cluster_601	0.008447260197843726
Cluster_1	Cluster_604	0.008336112037345782
Cluster_1	Cluster_606	0.008336112037345782
Cluster_1	Cluster_607	0.008336112037345782
Cluster_1	Cluster_608	0.00589085250639102
Cluster_1	Cluster_618	0.0057797043458930756
Cluster_1	Cluster_625	0.0065577414693786815
Cluster_1	Cluster_633	0.0027544698240223936
Cluster_1	Cluster_634	0.0014449260864732689
Cluster_1	Cluster_638	0.0056685561853951315
Cluster_1	Cluster_639	0.002321994276243719
Cluster_1	Cluster_641	0.0012974266433360242
Cluster_1	Cluster_642	0.008113815716349894
Cluster_1	Cluster_643	0.0013216608317622247
Cluster_1	Cluster_646	0.0056685561853951315
Cluster_1	Cluster_648	0.0016551053132560561
Cluster_1	Cluster_650	0.005557408024897188
Cluster_1	Cluster_651	0.0053351117039013
Cluster_1	Cluster_652	0.005557408024897188
Cluster_1	Cluster_653	0.003211179560227269
Cluster_1	Cluster_655	0.005001667222407469
Cluster_1	Cluster_656	0.004100364844210819
Cluster_1	Cluster_657	0.004557074580415694
Cluster_1	Cluster_662	0.0008770681897704497
Cluster_1	Cluster_664	0.0028898521729465378
Cluster_1	Cluster_669	0.0053351117039013
Cluster_1	Cluster_670	0.0053351117039013
Cluster_1	Cluster_672	0.0038780685232149316
Cluster_1	Cluster_673	0.003334444814938313
Cluster_1	Cluster_674	0.004334778259419807
Cluster_1	Cluster_675	0.0053351117039013
Cluster_1	Cluster_677	0.004557074580415694
Cluster_1	Cluster_678	0.0007780371234856063
Cluster_1	Cluster_683	0.0038780685232149316
Cluster_1	Cluster_686	0.005223963543403357
Cluster_1	Cluster_687	0.004223630098921863
Cluster_1	Cluster_688	0.0048905190619095255
Cluster_1	Cluster_691	0.002309877182030618
Cluster_1	Cluster_693	0.002222963209958875
Cluster_1	Cluster_694	0.002309877182030618
Cluster_1	Cluster_697	0.00266755585195065
Cluster_1	Cluster_698	0.005223963543403357
Cluster_1	Cluster_700	0.0015560742469712125
Cluster_1	Cluster_704	0.005112815382905413
Cluster_1	Cluster_705	0.005112815382905413
Cluster_1	Cluster_707	0.005112815382905413
Cluster_1	Cluster_711	0.0017783705679671
Cluster_1	Cluster_712	0.001889518728465044
Cluster_1	Cluster_715	0.005001667222407469
Cluster_1	Cluster_716	0.004557074580415694
Cluster_1	Cluster_719	0.0034455929754362564
Cluster_1	Cluster_720	0.0006305376803483623
Cluster_1	Cluster_721	0.005001667222407469
Cluster_1	Cluster_723	0.0006305376803483623
Cluster_1	Cluster_725	0.0048905190619095255
Cluster_1	Cluster_729	0.0012226297654773814
Cluster_1	Cluster_730	0.005001667222407469
Cluster_1	Cluster_733	0.0005557408024897188
Cluster_1	Cluster_734	0.0047793709014115815
Cluster_1	Cluster_735	0.007224630432366344
Cluster_1	Cluster_741	0.0009760992560552935
Cluster_1	Cluster_746	0.007224630432366344
Cluster_1	Cluster_748	0.004668222740913638
Cluster_1	Cluster_755	0.006891185950872513
Cluster_1	Cluster_756	0.0035567411359342
Cluster_1	Cluster_757	0.006891185950872513
Cluster_1	Cluster_760	0.004557074580415694
Cluster_1	Cluster_761	0.005001667222407469
Cluster_1	Cluster_763	0.0017662534737539998
Cluster_1	Cluster_764	0.004557074580415694
Cluster_1	Cluster_767	0.000444592641991775
Cluster_1	Cluster_768	0.0047793709014115815
Cluster_1	Cluster_770	0.0047793709014115815
Cluster_1	Cluster_771	0.00088918528398355
Cluster_1	Cluster_775	0.0040013337779259755
Cluster_1	Cluster_778	0.004668222740913638
Cluster_1	Cluster_780	0.0020006668889629878
Cluster_1	Cluster_781	0.004557074580415694
Cluster_1	Cluster_783	0.003667889296432144
Cluster_1	Cluster_784	0.002334111370456819
Cluster_1	Cluster_787	0.004334778259419807
Cluster_1	Cluster_790	0.004668222740913638
Cluster_1	Cluster_791	0.00444592641991775
Cluster_1	Cluster_793	0.00444592641991775
Cluster_1	Cluster_797	0.0016551053132560561
Cluster_1	Cluster_800	0.004334778259419807
Cluster_1	Cluster_804	0.0038901856174280314
Cluster_1	Cluster_806	0.004668222740913638
Cluster_1	Cluster_807	0.004223630098921863
Cluster_1	Cluster_808	0.004334778259419807
Cluster_1	Cluster_810	0.0006668889629876625
Cluster_1	Cluster_811	0.004668222740913638
Cluster_1	Cluster_815	0.004557074580415694
Cluster_1	Cluster_816	0.004557074580415694
Cluster_1	Cluster_818	0.004334778259419807
Cluster_1	Cluster_819	0.005001667222407469
Cluster_1	Cluster_820	0.00444592641991775
Cluster_1	Cluster_821	0.004557074580415694
Cluster_1	Cluster_822	0.004557074580415694
Cluster_1	Cluster_823	0.004557074580415694
Cluster_1	Cluster_824	0.0002222963209958875
Cluster_1	Cluster_825	0.004557074580415694
Cluster_1	Cluster_828	0.0014449260864732689
Cluster_1	Cluster_830	0.00444592641991775
Cluster_1	Cluster_831	0.00444592641991775
Cluster_1	Cluster_833	0.00444592641991775
Cluster_1	Cluster_834	0.004557074580415694
Cluster_1	Cluster_837	0.0021118150494609314
Cluster_1	Cluster_838	0.004334778259419807
Cluster_1	Cluster_844	0.001333777925975325
Cluster_1	Cluster_846	0.0021118150494609314
Cluster_1	Cluster_851	0.0034455929754362564
Cluster_1	Cluster_852	0.0028898521729465378
Cluster_1	Cluster_861	0.0040013337779259755
Cluster_1	Cluster_864	0.0040013337779259755
Cluster_1	Cluster_870	0.002222963209958875
Cluster_1	Cluster_871	0.0005557408024897188
Cluster_1	Cluster_874	0.004557074580415694
Cluster_1	Cluster_875	0.004223630098921863
Cluster_1	Cluster_881	0.0016672224074691564
Cluster_1	Cluster_883	0.0008649510955573494
Cluster_1	Cluster_884	0.0040013337779259755
Cluster_1	Cluster_885	0.0040013337779259755
Cluster_1	Cluster_886	0.0021118150494609314
Cluster_1	Cluster_892	0.003112148493942425
Cluster_1	Cluster_893	0.0040013337779259755
Cluster_1	Cluster_896	0.0038901856174280314
Cluster_1	Cluster_898	0.0040013337779259755
Cluster_1	Cluster_907	0.004223630098921863
Cluster_1	Cluster_914	0.0040013337779259755
Cluster_1	Cluster_922	0.0040013337779259755
Cluster_1	Cluster_924	0.004557074580415694
Cluster_1	Cluster_928	0.0028898521729465378
Cluster_1	Cluster_935	0.004557074580415694
Cluster_1	Cluster_936	0.004557074580415694
Cluster_1	Cluster_938	0.004557074580415694
Cluster_1	Cluster_942	0.0005557408024897188
Cluster_1	Cluster_943	0.00042035845356557444
Cluster_1	Cluster_946	0.003779037456930088
Cluster_1	Cluster_947	0.00622429698788485
Cluster_1	Cluster_948	0.003779037456930088
Cluster_1	Cluster_952	0.003334444814938313
Cluster_1	Cluster_954	0.004223630098921863
Cluster_1	Cluster_956	0.0010993645107663375
Cluster_1	Cluster_958	0.003334444814938313
Cluster_1	Cluster_963	0.00266755585195065
Cluster_1	Cluster_965	0.0034455929754362564
Cluster_1	Cluster_968	0.0034455929754362564
Cluster_1	Cluster_977	0.002334111370456819
Cluster_1	Cluster_978	0.0034455929754362564
Cluster_1	Cluster_980	0.003667889296432144
Cluster_1	Cluster_985	0.002778704012448594
Cluster_1	Cluster_992	0.0034455929754362564
Cluster_1	Cluster_994	0.002334111370456819
Cluster_1	Cluster_996	0.0006668889629876625
Cluster_1	Cluster_1000	0.0034455929754362564
Cluster_1	Cluster_1001	0.0034455929754362564
Cluster_1	Cluster_1002	0.001333777925975325
Cluster_1	Cluster_1007	0.0034455929754362564
Cluster_1	Cluster_1008	0.0034455929754362564
Cluster_1	Cluster_1012	0.0040013337779259755
Cluster_1	Cluster_1014	0.00266755585195065
Cluster_1	Cluster_1015	0.002222963209958875
Cluster_1	Cluster_1016	0.0025564076914527064
Cluster_1	Cluster_1018	0.0056685561853951315
Cluster_1	Cluster_1019	0.0028898521729465378
Cluster_1	Cluster_1025	0.0025564076914527064
Cluster_1	Cluster_1032	0.003334444814938313
Cluster_1	Cluster_1033	0.0014449260864732689
Cluster_1	Cluster_1034	0.003334444814938313
Cluster_1	Cluster_1039	0.0030010003334444814
Cluster_1	Cluster_1041	0.003334444814938313
Cluster_1	Cluster_1048	0.003112148493942425
Cluster_1	Cluster_1049	0.0035567411359342
Cluster_1	Cluster_1050	0.0028898521729465378
Cluster_1	Cluster_1051	0.003223296654440369
Cluster_1	Cluster_1052	0.0035567411359342
Cluster_1	Cluster_1054	0.0012226297654773814
Cluster_1	Cluster_1060	0.002222963209958875
Cluster_1	Cluster_1066	0.0020006668889629878
Cluster_1	Cluster_1067	0.0035567411359342
Cluster_1	Cluster_1069	0.0035567411359342
Cluster_1	Cluster_1073	0.0024452595309547628
Cluster_1	Cluster_1084	0.003223296654440369
Cluster_1	Cluster_1093	9.903106628484358e-05
Cluster_1	Cluster_1096	0.0034455929754362564
Cluster_1	Cluster_1100	0.0012226297654773814
Cluster_1	Cluster_1101	0.001889518728465044
Cluster_1	Cluster_1102	0.003667889296432144
Cluster_1	Cluster_1104	0.003223296654440369
Cluster_1	Cluster_1106	0.003112148493942425
Cluster_1	Cluster_1109	0.003334444814938313
Cluster_1	Cluster_1115	0.0008770681897704497
Cluster_1	Cluster_1118	0.003223296654440369
Cluster_1	Cluster_1119	0.003334444814938313
Cluster_1	Cluster_1123	0.003334444814938313
Cluster_1	Cluster_1125	0.003112148493942425
Cluster_1	Cluster_1131	0.002778704012448594
Cluster_1	Cluster_1135	0.0028898521729465378
Cluster_1	Cluster_1141	0.001333777925975325
Cluster_1	Cluster_1144	0.0005557408024897188
Cluster_1	Cluster_1145	0.0030010003334444814
Cluster_1	Cluster_1148	0.003112148493942425
Cluster_1	Cluster_1149	0.003112148493942425
Cluster_1	Cluster_1150	0.0012226297654773814
Cluster_1	Cluster_1163	0.001889518728465044
Cluster_1	Cluster_1164	0.001333777925975325
Cluster_1	Cluster_1167	0.0020006668889629878
Cluster_1	Cluster_1171	0.002222963209958875
Cluster_1	Cluster_1172	0.0020006668889629878
Cluster_1	Cluster_1173	0.0028898521729465378
Cluster_1	Cluster_1175	0.0014449260864732689
Cluster_1	Cluster_1176	0.0009882163502683938
Cluster_1	Cluster_1179	0.003112148493942425
Cluster_1	Cluster_1184	0.0012226297654773814
Cluster_1	Cluster_1186	0.001210512671264281
Cluster_1	Cluster_1187	0.0028898521729465378
Cluster_1	Cluster_1189	0.00266755585195065
Cluster_1	Cluster_1193	0.0030010003334444814
Cluster_1	Cluster_1198	0.0025564076914527064
Cluster_1	Cluster_1199	0.0005557408024897188
Cluster_1	Cluster_1207	0.002778704012448594
Cluster_1	Cluster_1208	0.002778704012448594
Cluster_1	Cluster_1209	0.003334444814938313
Cluster_1	Cluster_1210	0.00266755585195065
Cluster_1	Cluster_1212	0.00266755585195065
Cluster_1	Cluster_1217	0.0017783705679671
Cluster_1	Cluster_1218	0.003334444814938313
Cluster_1	Cluster_1219	0.00266755585195065
Cluster_1	Cluster_1221	0.0017783705679671
Cluster_1	Cluster_1224	0.0021118150494609314
Cluster_1	Cluster_1231	0.0028898521729465378
Cluster_1	Cluster_1233	0.0010003334444814939
Cluster_1	Cluster_1236	0.001210512671264281
Cluster_1	Cluster_1245	0.00011114816049794375
Cluster_1	Cluster_1246	0.0007780371234856063
Cluster_1	Cluster_1253	0.0007659200292725061
Cluster_1	Cluster_1257	0.002334111370456819
Cluster_1	Cluster_1259	0.0024452595309547628
Cluster_1	Cluster_1261	0.0021118150494609314
Cluster_1	Cluster_1264	0.002778704012448594
Cluster_1	Cluster_1266	0.0011114816049794375
Cluster_1	Cluster_1270	0.00266755585195065
Cluster_1	Cluster_1274	0.0009882163502683938
Cluster_1	Cluster_1275	0.0014449260864732689
Cluster_1	Cluster_1279	0.0020006668889629878
Cluster_1	Cluster_1285	0.002778704012448594
Cluster_1	Cluster_1287	0.0021118150494609314
Cluster_1	Cluster_1289	0.002778704012448594
Cluster_1	Cluster_1290	0.0005557408024897188
Cluster_1	Cluster_1294	0.002334111370456819
Cluster_1	Cluster_1297	0.002334111370456819
Cluster_1	Cluster_1301	0.00266755585195065
Cluster_1	Cluster_1302	0.00266755585195065
Cluster_1	Cluster_1303	0.002778704012448594
Cluster_1	Cluster_1305	0.002222963209958875
Cluster_1	Cluster_1306	0.0012226297654773814
Cluster_1	Cluster_1307	0.0025564076914527064
Cluster_1	Cluster_1308	0.0008770681897704497
Cluster_1	Cluster_1310	0.0024452595309547628
Cluster_1	Cluster_1311	0.0024452595309547628
Cluster_1	Cluster_1315	0.00266755585195065
Cluster_1	Cluster_1317	0.002222963209958875
Cluster_1	Cluster_1318	0.00266755585195065
