genome	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
GCA_004014735.1	protein_ordered	QAA02107.1	Clu11-IntP2	1882	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	1.000	6.000	1	Clu11-IntP2	mandatory	375	1.1e-214	710.600	0.997	0.992	1	372		
GCA_024347735.1	protein_ordered	BDN96800.1	Clu2-IntSXT	1905	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu2-IntSXT	mandatory	400	3.2e-219	726.000	0.997	0.975	1	390		
GCA_024347735.1	protein_ordered	BDN96802.1	Clu4-Hyp1	1907	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	123	4.1e-44	147.600	1.000	0.984	1	121		
GCA_024347735.1	protein_ordered	BDN96803.1	Clu14-Hyp2	1908	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu14-Hyp2	mandatory	169	3e-98	324.700	0.960	0.994	1	168		
GCA_024347735.1	protein_ordered	BDN96804.1	Clu3-DUF2787	1909	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	144	3.1e-60	200.500	0.986	0.958	4	141		
GCA_024347735.1	protein_ordered	BDN96812.1	Clu1-GpiPolB	1917	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	624	3.6e-263	873.700	0.648	0.941	37	623		
GCA_024347735.1	protein_ordered	BDN96815.1	Clu11-IntP2	1920	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu11-IntP2	mandatory	287	1.1e-150	500.000	0.769	1.000	1	287		
GCA_024347735.1	protein_ordered	BDN99176.1	Clu2-IntSXT	4281	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	398	1.8e-136	453.600	0.987	0.957	5	385		
GCA_024347735.1	protein_ordered	BDN99178.1	Clu11-IntP2	4283	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	284	1.3e-48	164.200	0.710	0.937	12	277		
GCA_024347735.1	protein_ordered	BDN99181.1	Clu4-Hyp1	4286	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	124	1.1e-19	68.600	0.992	0.968	1	120		
GCA_024347735.1	protein_ordered	BDN99182.1	Clu14-Hyp2	4287	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	145	9.4e-35	117.900	0.749	0.897	13	142		
GCA_024347735.1	protein_ordered	BDN99183.1	Clu3-DUF2787	4288	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	144	8.4e-45	150.500	0.971	0.944	7	142		
GCA_024347735.1	protein_ordered	BDN99196.1	Clu2-IntSXT	4301	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	396	8.3e-24	82.700	0.895	0.896	9	363		
GCA_024502345.1	protein_ordered	MCQ7030248.1	Clu2-IntSXT	182	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu2-IntSXT	mandatory	405	1.4e-220	730.200	0.997	0.963	1	390		
GCA_024502345.1	protein_ordered	MCQ7030249.1	Clu4-Hyp1	183	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	123	2.5e-43	144.800	1.000	0.984	1	121		
GCA_024502345.1	protein_ordered	MCQ7030250.1	Clu14-Hyp2	184	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu14-Hyp2	mandatory	177	3.7e-98	324.200	0.989	0.983	1	174		
GCA_024502345.1	protein_ordered	MCQ7030251.1	Clu3-DUF2787	185	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	144	1e-63	211.500	0.986	0.958	4	141		
GCA_024502345.1	protein_ordered	MCQ7030255.1	Clu1-GpiPolB	189	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	866	0.0	1196.700	0.912	0.947	45	864		
GCA_024502345.1	protein_ordered	MCQ7030258.1	Clu11-IntP2	192	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu11-IntP2	mandatory	376	9.6e-217	717.200	0.997	0.989	1	372		
GCA_024502345.1	protein_ordered	MCQ7032269.1	Clu2-IntSXT	2203	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	394	5e-139	461.700	0.990	0.970	5	386		
GCA_024502345.1	protein_ordered	MCQ7032272.1	Clu11-IntP2	2206	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	470	1.3e-63	213.300	0.928	0.760	113	469		
GCA_024502345.1	protein_ordered	MCQ7032274.1	Clu4-Hyp1	2208	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	117	3.5e-17	60.300	0.930	0.915	8	114		
GCA_024502345.1	protein_ordered	MCQ7032275.1	Clu14-Hyp2	2209	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	143	1e-39	133.800	0.737	0.888	15	141		
GCA_024502345.1	protein_ordered	MCQ7032276.1	Clu3-DUF2787	2210	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	5.3e-47	157.300	0.929	0.915	8	137		
GCA_024502345.1	protein_ordered	MCQ7032288.1	Clu2-IntSXT	2222	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	421	7.8e-23	79.200	0.887	0.865	9	372		
GCA_024502345.1	protein_ordered	MCQ7033489.1	Clu2-IntSXT	3423	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_3	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	420	2.7e-23	80.700	0.887	0.867	9	372		
GCA_024502345.1	protein_ordered	MCQ7033501.1	Clu3-DUF2787	3435	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_3	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	5.7e-47	157.200	0.929	0.915	8	137		
GCA_024502345.1	protein_ordered	MCQ7033502.1	Clu14-Hyp2	3436	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_3	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	143	1.3e-40	136.800	0.743	0.895	14	141		
GCA_024502345.1	protein_ordered	MCQ7033503.1	Clu4-Hyp1	3437	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_3	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	117	4.2e-18	63.300	0.930	0.915	8	114		
GCA_024502345.1	protein_ordered	MCQ7033504.1	Clu11-IntP2	3438	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_3	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	423	2.2e-62	209.200	0.928	0.844	66	422		
GCA_024502345.1	protein_ordered	MCQ7033507.1	Clu2-IntSXT	3441	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_3	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	394	6e-139	461.500	0.990	0.970	5	386		
GCA_014109045.1	protein_ordered	QMQ74433.1	Clu11-IntP2	1219	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu11-IntP2	mandatory	378	5.4e-214	708.300	0.997	0.984	1	372		
GCA_014109045.1	protein_ordered	QMQ74436.1	Clu1-GpiPolB	1222	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	866	0.0	1199.900	0.912	0.947	45	864		
GCA_014109045.1	protein_ordered	QMQ74439.1	Clu3-DUF2787	1226	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	144	1.2e-63	211.500	0.986	0.958	4	141		
GCA_014109045.1	protein_ordered	QMQ74440.1	Clu14-Hyp2	1227	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu14-Hyp2	mandatory	177	2.9e-99	327.900	0.994	0.989	1	175		
GCA_014109045.1	protein_ordered	QMQ77855.1	Clu4-Hyp1	1228	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	104	4.5e-35	118.300	0.836	0.962	3	102		
GCA_014109045.1	protein_ordered	QMQ74441.1	Clu2-IntSXT	1229	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu2-IntSXT	mandatory	399	3.4e-221	732.400	0.997	0.977	1	390		
GCA_022354225.1	protein_ordered	ULI34660.1	Clu3-DUF2787	721	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	1.4e-46	155.900	0.929	0.915	8	137		
GCA_022354225.1	protein_ordered	ULI34661.1	Clu14-Hyp2	722	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	143	5.5e-41	137.900	0.743	0.895	14	141		
GCA_022354225.1	protein_ordered	ULI34662.1	Clu4-Hyp1	723	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	117	3.1e-18	63.600	0.930	0.915	8	114		
GCA_022354225.1	protein_ordered	ULI34663.1	Clu11-IntP2	724	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	436	3.5e-61	205.200	0.928	0.819	79	435		
GCA_022354225.1	protein_ordered	ULI34666.1	Clu2-IntSXT	727	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	394	3.4e-141	468.800	0.990	0.970	5	386		
GCA_013784425.1	protein_ordered	QLY65771.1	Clu11-IntP2	2626	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu11-IntP2	mandatory	373	5.8e-198	655.300	1.000	1.000	1	373		
GCA_013784425.1	protein_ordered	QLY67419.1	Clu1-GpiPolB	2628	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	662	8.8e-294	974.600	0.731	0.994	2	659		
GCA_013784425.1	protein_ordered	QLY65778.1	Clu3-DUF2787	2634	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	144	2.8e-61	203.500	0.986	0.958	4	141		
GCA_013784425.1	protein_ordered	QLY65779.1	Clu14-Hyp2	2635	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu14-Hyp2	mandatory	169	1.5e-98	325.300	0.960	0.994	1	168		
GCA_013784425.1	protein_ordered	QLY67420.1	Clu4-Hyp1	2636	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	104	2.9e-36	121.900	0.836	0.962	2	101		
GCA_013784425.1	protein_ordered	QLY65780.1	Clu2-IntSXT	2637	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu2-IntSXT	mandatory	405	9.2e-220	727.400	0.997	0.963	1	390		
GCA_004801595.1	protein_ordered	QCD12276.1	Clu2-IntSXT	3346	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	398	1.6e-136	453.600	0.987	0.957	5	385		
GCA_004801595.1	protein_ordered	QCD12277.1	Clu11-IntP2	3348	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	284	1.2e-48	164.200	0.710	0.937	12	277		
GCA_004801595.1	protein_ordered	QCD12279.1	Clu4-Hyp1	3350	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	124	9.9e-20	68.600	0.992	0.968	1	120		
GCA_004801595.1	protein_ordered	QCD12280.1	Clu14-Hyp2	3351	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	145	8.4e-35	117.900	0.749	0.897	13	142		
GCA_004801595.1	protein_ordered	QCD13698.1	Clu3-DUF2787	3352	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	137	1.7e-44	149.400	0.950	0.971	3	135		
GCA_004801595.1	protein_ordered	QCD13446.1	Clu3-DUF2787	4576	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	6.2e-47	157.200	0.929	0.915	8	137		
GCA_004801595.1	protein_ordered	QCD13447.1	Clu14-Hyp2	4577	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	143	5.1e-41	138.200	0.743	0.895	14	141		
GCA_004801595.1	protein_ordered	QCD13448.1	Clu4-Hyp1	4578	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	117	9.2e-18	62.300	0.930	0.915	8	114		
GCA_004801595.1	protein_ordered	QCD13449.1	Clu11-IntP2	4579	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	436	2.7e-61	205.800	0.928	0.819	79	435		
GCA_004801595.1	protein_ordered	QCD13452.1	Clu2-IntSXT	4582	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	394	2.6e-141	469.400	0.990	0.970	5	386		
GCA_013925725.1	protein_ordered	QMR48176.1	Clu2-IntSXT	3	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	398	5.7e-136	451.900	0.987	0.957	5	385		
GCA_013925725.1	protein_ordered	QMR48178.1	Clu11-IntP2	5	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	284	3.4e-46	156.100	0.724	0.954	8	278		
GCA_013925725.1	protein_ordered	QMR48180.1	Clu4-Hyp1	7	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	124	6.6e-18	62.800	0.984	0.960	1	119		
GCA_013925725.1	protein_ordered	QMR48181.1	Clu14-Hyp2	8	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	145	9.2e-35	117.900	0.743	0.890	13	141		
GCA_013925725.1	protein_ordered	QMR52706.1	Clu3-DUF2787	9	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	136	9.8e-44	147.000	0.950	0.978	3	135		
GCA_018085225.1	protein_ordered	QTY36170.1	Clu2-IntSXT	4034	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	394	6.4e-139	461.400	0.990	0.970	5	386		
GCA_018085225.1	protein_ordered	QTY36173.1	Clu11-IntP2	4037	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	436	3.8e-61	205.200	0.928	0.819	79	435		
GCA_018085225.1	protein_ordered	QTY36174.1	Clu4-Hyp1	4038	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	117	8.8e-18	62.200	0.930	0.915	8	114		
GCA_018085225.1	protein_ordered	QTY36175.1	Clu14-Hyp2	4039	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	143	2e-41	139.400	0.743	0.895	14	141		
GCA_018085225.1	protein_ordered	QTY36176.1	Clu3-DUF2787	4040	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	5.7e-47	157.200	0.929	0.915	8	137		
GCA_023558885.1	protein_ordered	URG36398.1	Clu2-IntSXT	3734	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	394	2.3e-141	469.400	0.990	0.970	5	386		
GCA_023558885.1	protein_ordered	URG36401.1	Clu11-IntP2	3737	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	272	5.3e-52	175.000	0.697	0.963	10	271		
GCA_023558885.1	protein_ordered	URG36403.1	Clu4-Hyp1	3739	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	117	8.3e-18	62.300	0.930	0.915	8	114		
GCA_023558885.1	protein_ordered	URG36404.1	Clu14-Hyp2	3740	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	143	4.6e-41	138.200	0.743	0.895	14	141		
GCA_023558885.1	protein_ordered	URG36405.1	Clu3-DUF2787	3741	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	1.5e-47	159.100	0.929	0.915	8	137		
GCA_013740195.1	protein_ordered	QLV60960.1	Clu2-IntSXT	3799	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	395	1.9e-139	463.200	0.990	0.967	5	386		
GCA_013740195.1	protein_ordered	QLV60963.1	Clu11-IntP2	3802	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	436	1.1e-61	207.100	0.928	0.819	79	435		
GCA_013740195.1	protein_ordered	QLV60964.1	Clu4-Hyp1	3803	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	117	1.7e-17	61.400	0.930	0.915	8	114		
GCA_013740195.1	protein_ordered	QLV60965.1	Clu14-Hyp2	3804	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	143	1.8e-40	136.400	0.743	0.895	14	141		
GCA_013740195.1	protein_ordered	QLV60966.1	Clu3-DUF2787	3805	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	142	3.4e-45	151.600	0.929	0.915	8	137		
GCA_013925325.1	protein_ordered	QMR44997.1	Clu2-IntSXT	1860	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu2-IntSXT	mandatory	398	1e-135	450.900	0.987	0.957	5	385		
GCA_013925325.1	protein_ordered	QMR44999.1	Clu11-IntP2	1862	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu11-IntP2	mandatory	284	6.6e-48	161.700	0.724	0.954	8	278		
GCA_013925325.1	protein_ordered	QMR45001.1	Clu4-Hyp1	1864	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	124	1.2e-18	65.100	0.992	0.968	1	120		
GCA_013925325.1	protein_ordered	QMR45002.1	Clu14-Hyp2	1865	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu14-Hyp2	mandatory	145	5.9e-34	115.200	0.749	0.897	13	142		
GCA_013925325.1	protein_ordered	QMR47576.1	Clu3-DUF2787	1866	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	137	7.8e-43	143.900	0.950	0.971	3	135		
GCA_013925325.1	protein_ordered	QMR47423.1	Clu2-IntSXT	4384	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	1.000	6.000	1	Clu2-IntSXT	mandatory	400	1.7e-220	730.100	0.997	0.975	1	390		
GCA_013925325.1	protein_ordered	QMR47671.1	Clu4-Hyp1	4385	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	104	5.5e-36	121.200	0.844	0.971	2	102		
GCA_013925325.1	protein_ordered	QMR47424.1	Clu14-Hyp2	4386	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	1.000	6.000	1	Clu14-Hyp2	mandatory	169	1.7e-97	322.100	0.960	0.994	1	168		
GCA_013925325.1	protein_ordered	QMR47425.1	Clu3-DUF2787	4387	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	144	8.3e-61	202.200	0.986	0.958	4	141		
GCA_013925325.1	protein_ordered	QMR47672.1	Clu1-GpiPolB	4394	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	662	1.4e-294	977.500	0.732	0.995	2	660		
GCA_013925325.1	protein_ordered	QMR47434.1	Clu11-IntP2	4397	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_2	1	1	1.000	6.000	1	Clu11-IntP2	mandatory	373	9.1e-202	668.000	1.000	1.000	1	373		
GCA_021654695.1	protein_ordered	BDD50457.1	Clu2-IntSXT	1944	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu2-IntSXT	mandatory	400	3.4e-219	726.000	0.997	0.975	1	390		
GCA_021654695.1	protein_ordered	BDD50459.1	Clu4-Hyp1	1946	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	123	5.7e-44	147.200	0.992	0.976	1	120		
GCA_021654695.1	protein_ordered	BDD50460.1	Clu14-Hyp2	1947	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu14-Hyp2	mandatory	176	2.1e-100	331.800	0.994	0.989	1	174		
GCA_021654695.1	protein_ordered	BDD50461.1	Clu3-DUF2787	1948	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	144	3.7e-61	203.500	0.986	0.958	4	141		
GCA_021654695.1	protein_ordered	BDD50465.1	Clu1-GpiPolB	1952	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	870	0.0	1160.600	0.911	0.941	51	869		
GCA_021654695.1	protein_ordered	BDD50468.1	Clu11-IntP2	1955	model_pipolin_ent/pipolin_ent	protein_ordered_pipolin_ent_1	1	1	1.000	6.000	1	Clu11-IntP2	mandatory	373	5.9e-192	636.000	0.997	0.997	1	372		
