genome	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
GCA_021730005.1	protein_ordered	UJX02120.1	Clu53-IntP2	4262	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	1.6e-218	723.000	0.979	0.997	1	377		
GCA_021730005.1	protein_ordered	UJX00375.1	Clu3-DUF2787	4267	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	3.4e-63	209.800	1.000	1.000	1	143		
GCA_021730005.1	protein_ordered	UJX00376.1	Clu29-Hyp2	4268	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	1.8e-77	256.800	0.988	0.994	1	165		
GCA_021730005.1	protein_ordered	UJX00377.1	Clu4-Hyp1	4269	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	128	6.3e-57	188.800	1.000	1.000	1	128		
GCA_021730005.1	protein_ordered	UJX00378.1	Clu32-IntSXT	4270	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	411	2.7e-189	627.200	0.998	0.998	1	410		
GCA_021730065.1	protein_ordered	UJX13060.1	Clu1-GpiPolB	2672	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	897	0.0	1220.700	0.991	0.992	6	895		
GCA_021730065.1	protein_ordered	UJX14812.1	Clu53-IntP2	2675	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	1.6e-218	723.000	0.979	0.997	1	377		
GCA_021730065.1	protein_ordered	UJX13066.1	Clu3-DUF2787	2680	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	3.4e-63	209.800	1.000	1.000	1	143		
GCA_021730065.1	protein_ordered	UJX13067.1	Clu29-Hyp2	2681	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	1.8e-77	256.800	0.988	0.994	1	165		
GCA_021730065.1	protein_ordered	UJX13068.1	Clu4-Hyp1	2682	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	128	6.3e-57	188.800	1.000	1.000	1	128		
GCA_021730065.1	protein_ordered	UJX13069.1	Clu32-IntSXT	2683	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	411	2.7e-189	627.200	0.998	0.998	1	410		
GCA_018140575.1	protein_ordered	QUF68470.1	Clu1-GpiPolB	2475	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu1-GpiPolB	mandatory	897	0.0	1215.900	0.956	0.952	42	895		
GCA_018140575.1	protein_ordered	QUF70361.1	Clu53-IntP2	2478	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu53-IntP2	mandatory	378	3.1e-216	715.400	0.979	0.997	1	377		
GCA_018140575.1	protein_ordered	QUF68478.1	Clu3-DUF2787	2485	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu3-DUF2787	mandatory	143	1.3e-65	217.600	1.000	1.000	1	143		
GCA_018140575.1	protein_ordered	QUF68479.1	Clu29-Hyp2	2486	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu29-Hyp2	mandatory	166	1.7e-83	276.400	0.988	0.994	1	165		
GCA_018140575.1	protein_ordered	QUF68480.1	Clu4-Hyp1	2487	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu4-Hyp1	mandatory	127	1.2e-58	194.300	1.000	1.000	1	127		
GCA_018140575.1	protein_ordered	QUF68481.1	Clu32-IntSXT	2488	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu32-IntSXT	mandatory	411	2.6e-186	617.300	0.998	0.998	1	410		
GCA_018140575.1	protein_ordered	QUF68491.1	Clu1-GpiPolB	2500	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu1-GpiPolB	mandatory	897	0.0	1212.500	0.964	0.960	35	895		
GCA_018140575.1	protein_ordered	QUF70365.1	Clu53-IntP2	2503	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu53-IntP2	mandatory	378	2.1e-218	722.500	0.979	0.997	1	377		
GCA_018140575.1	protein_ordered	QUF68497.1	Clu3-DUF2787	2508	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu3-DUF2787	mandatory	143	3.5e-65	216.200	1.000	1.000	1	143		
GCA_018140575.1	protein_ordered	QUF68498.1	Clu29-Hyp2	2509	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu29-Hyp2	mandatory	164	4.2e-79	262.000	0.982	1.000	1	164		
GCA_018140575.1	protein_ordered	QUF68499.1	Clu4-Hyp1	2510	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu4-Hyp1	mandatory	127	4.8e-60	198.800	1.000	1.000	1	127		
GCA_018140575.1	protein_ordered	QUF68500.1	Clu32-IntSXT	2511	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	2	Clu32-IntSXT	mandatory	411	3.1e-187	620.300	0.998	0.998	1	410		
GCA_905175395.2	protein_ordered	CAE6891221.1	Clu32-IntSXT	832	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu32-IntSXT	mandatory	382	5.2e-152	504.300	0.783	0.843	3	324		
GCA_905175395.2	protein_ordered	CAE6891239.1	Clu4-Hyp1	833	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu4-Hyp1	mandatory	127	4.5e-58	192.400	1.000	1.000	1	127		
GCA_905175395.2	protein_ordered	CAE6891255.1	Clu29-Hyp2	834	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu29-Hyp2	mandatory	166	3.1e-75	249.400	0.982	0.988	1	164		
GCA_905175395.2	protein_ordered	CAE6891280.1	Clu3-DUF2787	835	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.667	4.000	1	Clu3-DUF2787	mandatory	142	2.2e-55	184.400	1.000	1.000	1	142		
GCA_021766015.1	protein_ordered	UJZ95003.1	Clu32-IntSXT	1152	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	399	6.5e-189	625.700	0.988	0.985	1	393		
GCA_021766015.1	protein_ordered	UJZ95004.1	Clu4-Hyp1	1153	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	134	5e-47	156.600	0.992	0.993	1	133		
GCA_021766015.1	protein_ordered	UJZ95005.1	Clu29-Hyp2	1154	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	184	1.5e-63	211.300	0.952	0.984	1	181		
GCA_021766015.1	protein_ordered	UJZ95309.1	Clu3-DUF2787	1155	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	140	2.2e-27	93.600	0.971	0.986	2	139		
GCA_021766015.1	protein_ordered	UJZ95006.1	Clu3-DUF2787	1156	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	145	1.2e-60	201.300	0.993	0.979	1	142		
GCA_021766015.1	protein_ordered	UJZ95009.1	Clu53-IntP2	1159	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu53-IntP2	mandatory	392	2.1e-182	603.900	0.990	0.972	2	382		
GCA_021766015.1	protein_ordered	UJZ93544.1	Clu3-DUF2787	2404	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu3-DUF2787	mandatory	145	2.4e-60	200.400	0.993	0.979	1	142		
GCA_021766015.1	protein_ordered	UJZ95368.1	Clu3-DUF2787	2405	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu3-DUF2787	mandatory	140	3.8e-27	92.800	0.971	0.986	2	139		
GCA_021766015.1	protein_ordered	UJZ93545.1	Clu29-Hyp2	2406	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu29-Hyp2	mandatory	184	9.9e-63	208.700	0.952	0.984	1	181		
GCA_021766015.1	protein_ordered	UJZ93546.1	Clu4-Hyp1	2407	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu4-Hyp1	mandatory	134	3.1e-46	154.000	0.992	0.993	1	133		
GCA_021766015.1	protein_ordered	UJZ93547.1	Clu32-IntSXT	2408	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu32-IntSXT	mandatory	399	2.5e-188	623.800	0.988	0.985	1	393		
GCA_021765875.1	protein_ordered	UJZ98984.1	Clu32-IntSXT	1150	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	399	6.5e-189	625.700	0.988	0.985	1	393		
GCA_021765875.1	protein_ordered	UJZ98985.1	Clu4-Hyp1	1151	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	134	5e-47	156.600	0.992	0.993	1	133		
GCA_021765875.1	protein_ordered	UJZ98986.1	Clu29-Hyp2	1152	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	184	1.5e-63	211.300	0.952	0.984	1	181		
GCA_021765875.1	protein_ordered	UJZ99288.1	Clu3-DUF2787	1153	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	140	2.2e-27	93.600	0.971	0.986	2	139		
GCA_021765875.1	protein_ordered	UJZ98987.1	Clu3-DUF2787	1154	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	145	1.2e-60	201.300	0.993	0.979	1	142		
GCA_021765875.1	protein_ordered	UJZ98990.1	Clu53-IntP2	1157	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu53-IntP2	mandatory	392	2.1e-182	603.900	0.990	0.972	2	382		
GCA_021765875.1	protein_ordered	UJZ97525.1	Clu3-DUF2787	2398	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu3-DUF2787	mandatory	145	2.4e-60	200.400	0.993	0.979	1	142		
GCA_021765875.1	protein_ordered	UJZ99344.1	Clu3-DUF2787	2399	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu3-DUF2787	mandatory	140	3.8e-27	92.800	0.971	0.986	2	139		
GCA_021765875.1	protein_ordered	UJZ97526.1	Clu29-Hyp2	2400	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu29-Hyp2	mandatory	184	9.9e-63	208.700	0.952	0.984	1	181		
GCA_021765875.1	protein_ordered	UJZ97527.1	Clu4-Hyp1	2401	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu4-Hyp1	mandatory	134	3.1e-46	154.000	0.992	0.993	1	133		
GCA_021765875.1	protein_ordered	UJZ97528.1	Clu32-IntSXT	2402	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_2	1	1	0.667	4.000	1	Clu32-IntSXT	mandatory	399	2.5e-188	623.800	0.988	0.985	1	393		
GCA_023716705.1	protein_ordered	USD32183.1	Clu1-GpiPolB	2520	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	902	0.0	1167.900	0.998	0.998	1	900		
GCA_023716705.1	protein_ordered	USD34096.1	Clu53-IntP2	2523	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	2.2e-215	712.600	0.982	1.000	1	378		
GCA_023716705.1	protein_ordered	USD32190.1	Clu3-DUF2787	2528	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	1.3e-63	211.100	1.000	1.000	1	143		
GCA_023716705.1	protein_ordered	USD32191.1	Clu29-Hyp2	2529	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu29-Hyp2	mandatory	166	8.7e-81	267.600	0.982	0.988	1	164		
GCA_023716705.1	protein_ordered	USD32192.1	Clu4-Hyp1	2530	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu4-Hyp1	mandatory	127	2e-55	183.900	1.000	1.000	1	127		
GCA_023716705.1	protein_ordered	USD32193.1	Clu32-IntSXT	2531	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	415	1.3e-176	585.400	0.990	0.988	1	410		
GCA_006517795.1	protein_ordered	QDG86424.1	Clu1-GpiPolB	2842	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu1-GpiPolB	mandatory	954	0.0	1151.300	0.973	0.982	17	953		
GCA_006517795.1	protein_ordered	QDG86431.1	Clu3-DUF2787	2849	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu3-DUF2787	mandatory	143	1.6e-64	214.300	1.000	1.000	1	143		
GCA_006517795.1	protein_ordered	QDG86432.1	Clu29-Hyp2	2850	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu29-Hyp2	mandatory	166	2.3e-80	266.400	0.988	0.994	1	165		
GCA_006517795.1	protein_ordered	QDG86433.1	Clu4-Hyp1	2851	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu4-Hyp1	mandatory	127	2.3e-58	193.500	0.992	0.992	1	126		
GCA_006517795.1	protein_ordered	QDG86434.1	Clu32-IntSXT	2852	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	0.833	5.000	1	Clu32-IntSXT	mandatory	412	8.3e-185	612.600	0.995	0.995	1	410		
GCA_020041945.1	protein_ordered	UAY42070.1	Clu32-IntSXT	2753	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu32-IntSXT	mandatory	413	4.2e-30	103.100	0.880	0.864	25	381		
GCA_020041945.1	protein_ordered	UAY42075.1	Clu1-GpiPolB	2758	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu1-GpiPolB	mandatory	895	0.0	1207.200	0.995	0.997	2	893		
GCA_020041945.1	protein_ordered	UAY44147.1	Clu53-IntP2	2761	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu53-IntP2	mandatory	378	8.1e-218	720.800	0.979	0.997	1	377		
GCA_020041945.1	protein_ordered	UAY42081.1	Clu3-DUF2787	2766	model_pipolin_vib/pipolin_vib	protein_ordered_pipolin_vib_1	1	1	1.000	6.000	1	Clu3-DUF2787	mandatory	143	1.8e-64	214.100	0.993	0.993	1	142		
